ref_id,SATS_score,GCSE_grade,GCE_AS_grade,GCE_A_grade,GCE_A_Maths_grade
1003302,110,8,B,B,B
1009550,98,4,C,D,D
1006204,95,4,B,B,D
1001981,100,5,B,A,C
1008637,104,4,A,A,C
1000708,96,5,C,D,D
1002231,105,4,B,A,C
1004176,91,4,C,D,E
1008211,96,3,C,C,D
1007476,110,9,B,C,B
1004766,110,8,A,B,B
1004866,102,6,A,A,C
1004493,97,3,B,D,D
1005750,97,3,D,C,D
1002192,102,7,A,C,C
1002096,110,9,A,B,B
1003166,112,7,A,B,B
1001087,101,4,C,C,D
1002978,96,4,D,B,D
1005970,107,4,C,A,C
1005887,98,3,D,D,E
1003890,101,4,B,C,D
1003539,116,8,B,B,B
1004907,112,6,A,A,B
1004787,106,5,C,B,C
1000921,95,3,C,C,D
1005327,107,7,A,A,B
1007629,114,7,B,C,C
1008233,102,7,C,C,C
1008812,116,9,B,A,B
1002618,115,9,A,A,B
1004514,118,6,A,C,C
1005383,107,4,B,C,D
1004631,110,8,A,A,B
1007693,116,8,A,C,B
1008228,109,6,C,C,C
1008355,101,7,A,A,B
1008306,101,7,C,C,C
1008133,107,7,C,C,C
1005133,95,5,D,D,D
1006980,104,4,C,C,D
1008123,114,9,A,B,B
1006433,90,4,B,D,D
1000738,117,8,A,C,B
1004923,114,7,B,A,B
1004874,101,7,A,C,C
1002178,109,6,B,C,C
1006131,105,5,B,A,C
1001140,115,6,A,B,B
1005878,113,6,B,B,C
1007869,94,3,D,C,E
1001773,110,7,A,A,B
1003965,103,6,C,C,C
1005287,106,5,C,A,C
1003880,99,3,D,C,D
1003162,119,7,B,C,C
1002438,113,6,B,B,C
1008974,99,5,D,D,D
1006172,94,3,D,B,D
1005653,102,6,A,B,C
1002272,108,4,C,C,D
1008019,107,4,A,B,C
1003209,115,7,B,A,B
1001855,111,9,A,B,B
1007349,113,6,A,C,C
1001758,108,6,C,B,C
1003491,94,3,D,D,E
1008250,103,3,D,D,E
1006763,113,8,A,B,B
1000760,105,5,C,A,C
1000659,109,7,C,B,C
1000900,102,7,B,A,C
1000729,97,3,B,D,D
1003416,104,7,C,B,C
1006774,107,7,A,A,B
1005781,100,4,C,B,D
1000829,103,5,C,A,C
1003206,97,3,E,U,E
1004595,114,9,B,A,B
1002956,103,8,B,A,B
1004651,117,8,A,A,B
1005028,117,9,B,C,B
1003578,104,6,A,C,C
1009780,97,5,D,C,D
1002930,90,3,D,B,D
1000612,93,3,C,C,D
1001153,94,5,B,D,D
1004390,116,8,A,A,B
1006455,106,6,B,C,C
1002804,108,4,A,B,C
1004902,90,4,C,D,E
1000977,95,4,C,D,D
1005828,112,9,A,C,B
1003537,107,6,A,A,B
1007462,104,6,A,C,C
1000079,110,9,B,C,B
1008152,118,7,B,B,B
1007963,103,5,B,A,C
1003589,106,5,A,A,C
1000146,107,6,B,A,C
1007288,120,9,B,C,B
1002562,90,4,D,D,E
1005800,110,9,A,B,B
1005202,104,4,A,C,D
1009231,110,6,B,C,C
1003913,100,7,A,B,C
1003741,105,4,B,C,D
1007438,111,9,B,C,B
1003994,120,9,A,A,A
1002452,111,8,A,B,B
1009841,98,4,D,D,D
1007180,102,6,B,B,C
1004419,101,4,C,A,C
1004852,91,4,C,C,D
1002648,102,3,E,E,E
1001081,111,6,A,A,B
1009008,95,4,D,C,D
1008644,113,9,B,A,B
1004699,109,4,A,B,C
1007201,99,3,D,D,E
1006046,104,5,A,A,C
1009626,118,9,B,B,B
1004827,111,8,A,A,B
1008871,105,5,C,C,D
1006953,103,6,C,C,C
1004849,106,4,A,A,C
1007328,101,5,D,B,D
1002372,90,3,B,D,E
1006608,120,9,A,A,A
1002284,106,6,C,A,C
1008614,108,4,C,B,C
1000684,105,7,B,A,B
1006342,99,5,D,D,D
1001635,104,4,C,A,C
1000381,92,4,B,B,D
1006854,120,8,A,A,B
1001880,95,4,D,B,D
1004910,97,3,D,D,E
1008500,101,6,C,A,C
1007093,115,6,B,A,B
1009730,105,6,C,A,C
1009744,95,3,C,D,E
1005032,115,6,A,A,B
1003934,111,6,A,A,B
1005532,109,4,C,A,C
1008617,111,8,A,C,B
1009239,120,6,B,A,B
1000355,120,7,A,B,B
1000648,100,6,A,A,C
1007494,118,6,A,A,B
1004212,108,4,A,A,C
1002874,109,4,A,A,C
1001150,91,5,C,B,D
1007286,104,4,C,C,D
1002026,98,5,D,C,D
1009717,112,9,B,A,B
1003337,114,7,B,B,B
1002868,90,5,A,A,C
1005311,105,4,C,B,C
1008196,114,7,A,B,B
1005095,104,7,C,C,C
1002418,111,6,B,B,C
1005962,108,4,B,B,C
1007597,108,7,C,B,C
1005030,103,5,B,B,C
1009051,95,4,D,D,E
1003634,96,4,C,C,D
1000454,111,9,A,A,B
1002462,105,5,A,A,C
1008804,104,6,C,A,C
1005583,102,5,B,C,D
1007431,103,4,B,C,D
1004720,113,9,B,A,B
1006877,102,6,C,B,C
1009163,94,5,C,D,D
1003476,111,7,A,B,B
1003246,103,5,C,C,D
1007983,105,6,A,A,B
1008504,118,8,A,A,B
1001966,105,7,A,B,C
1005884,107,7,C,A,C
1007315,96,3,B,D,D
1002151,103,6,C,C,C
1004486,110,9,B,C,B
1007348,93,5,B,C,D
1009061,107,7,A,A,B
1004163,106,6,A,B,C
1005168,105,7,B,B,C
1002163,113,7,B,A,B
1009658,108,5,A,B,C
1008020,117,8,B,B,B
1002751,97,3,D,B,D
1002348,106,5,C,A,C
1001154,106,7,A,A,B
1000269,96,3,B,B,D
1006335,113,9,A,A*,A
1008088,120,6,A,A,B
1005144,105,4,C,B,C
1000731,109,5,B,C,C
1009866,106,6,A,C,C
1000831,99,5,D,B,D
1006794,90,3,C,C,E
1008934,99,5,B,B,C
1008821,94,5,C,C,D
1005718,119,6,B,B,B
1001723,104,7,C,C,C
1002850,102,4,B,C,D
1002355,112,8,B,C,C
1002147,96,4,D,C,D
1002567,99,4,B,D,D
1000233,106,6,A,C,C
1006749,113,6,A,B,B
1001193,109,4,B,A,C
1006580,107,6,B,C,C
1007657,106,4,B,A,C
1004603,108,5,C,C,C
1005622,107,5,C,A,C
1002390,97,4,B,B,D
1009825,105,7,B,B,C
1005230,96,3,D,C,D
1009396,106,7,B,C,C
1009541,101,5,B,A,C
1009491,120,7,A,C,B
1009608,105,6,A,C,C
1008927,94,4,C,B,D
1005295,104,4,A,A,C
1008206,109,4,A,B,C
1003832,118,8,B,B,B
1004771,100,5,A,B,C
1009776,92,3,B,C,D
1001465,112,6,A,A,B
1001423,94,3,C,B,D
1004786,102,6,B,C,C
1005396,103,5,A,A,C
1003998,104,5,C,B,C
1002686,111,9,B,C,B
1004054,100,6,C,A,C
1004236,103,4,C,A,C
1002772,105,4,B,C,D
1005655,106,7,A,A,B
1004105,106,5,C,B,C
1004614,108,4,B,A,C
1004638,112,9,B,B,B
1000568,108,4,C,A,C
1007656,109,4,B,B,C
1003816,92,3,B,B,D
1005196,105,5,B,B,C
1002659,109,7,A,A*,B
1006291,111,8,B,C,C
1009691,99,3,D,C,D
1009879,100,7,C,B,C
1007376,100,6,B,C,C
1002709,109,5,B,B,C
1001629,113,9,B,B,B
1006288,102,4,B,B,C
1000402,112,7,B,C,C
1006160,106,4,A,C,C
1003345,104,5,A,C,C
1000575,103,7,C,A,C
1003156,111,9,B,C,B
1002687,108,6,B,B,C
1007961,120,7,B,B,B
1003814,98,5,C,B,D
1002505,109,5,A,B,C
1005285,101,5,B,A,C
1008484,98,5,C,B,D
1002160,105,6,C,B,C
1009785,106,6,A,A,B
1005738,120,8,B,A,B
1005378,104,6,C,B,C
1001024,96,4,D,C,D
1000983,107,5,C,A,C
1009389,90,3,D,D,E
1002072,104,4,C,A,C
1009041,105,5,C,A,C
1006716,111,6,B,B,C
1000867,113,8,B,B,B
1008643,101,5,A,C,C
1009629,104,7,C,B,C
1002283,99,3,C,B,D
1001512,96,5,D,C,D
1008725,107,4,C,A,C
1000866,95,3,B,C,D
1007163,102,4,A,C,D
1000307,97,4,D,D,E
1007166,109,6,B,B,C
1003432,119,7,A,C,B
1008691,95,5,D,D,D
1006722,90,3,C,B,D
1009512,104,5,C,C,D
1003995,105,6,B,C,C
1002919,107,5,A,B,C
1001363,101,5,B,C,D
1006058,103,7,C,C,C
1009341,108,6,A,B,C
1007908,113,7,B,C,C
1000112,90,3,B,B,D
1008894,102,7,C,C,C
1008157,107,5,A,C,C
1006197,98,5,D,D,D
1003744,119,9,A,B,B
1009979,100,3,E,D,E
1003102,105,4,A,A,C
1001847,109,4,B,B,C
1003176,100,6,C,C,D
1002090,90,3,B,B,D
1009432,102,5,C,C,D
1008266,113,6,B,A,B
1005556,102,5,A,B,C
1009858,98,3,D,D,E
1009718,112,7,C,E,D
1009862,102,5,A,A,C
1000597,101,6,C,B,C
1000384,106,7,B,C,C
1005091,111,7,A,A,B
1009159,120,8,A,A,B
1002181,112,8,A,A,B
1002726,114,7,B,A,B
1006037,101,4,A,C,D
1006354,97,3,D,D,E
1005002,105,7,C,B,C
1007267,106,5,A,B,C
1005047,96,3,C,C,D
1003385,104,4,B,C,D
1006821,108,5,C,A,C
1003749,108,5,A,C,C
1007603,109,7,C,A,B
1008035,107,4,C,C,D
1000926,101,4,C,C,D
1008442,101,7,C,C,C
1006108,95,5,C,D,D
1007607,119,8,A,C,B
1003512,105,5,C,A,C
1009856,103,7,A,B,C
1005896,98,5,A,A,C
1001719,120,7,B,A,B
1006137,96,3,D,D,E
1001334,102,7,A,B,C
1000890,108,4,C,A,C
1003214,110,6,A,B,C
1002854,113,6,A,B,B
1009760,119,6,B,C,C
1009795,109,5,C,C,C
1008811,97,3,C,D,E
1006989,103,6,B,A,C
1002119,107,4,B,B,C
1004588,120,7,D,C,C
1000166,94,4,C,C,D
1006647,115,9,A,B,B
1006111,106,4,B,A,C
1007342,112,7,B,C,C
1001978,104,6,B,A,C
1003689,98,5,B,B,C
1008004,111,9,A,C,B
1002705,110,6,A,B,C
1004355,113,8,A,A,B
1000451,105,7,A,A,B
1001134,100,6,A,A,C
1005889,93,5,C,D,D
1005492,112,9,A,C,B
1003149,108,6,C,C,C
1008719,97,3,D,D,E
1009472,101,4,A,A,C
1000615,101,6,B,C,C
1001294,93,3,C,D,E
1009278,98,5,B,C,D
1006416,96,5,C,B,D
1003773,102,4,A,B,C
1008598,99,3,C,D,E
1002024,92,3,B,B,D
1001822,120,6,B,A,B
1006068,115,7,B,C,C
1003614,99,5,D,D,D
1007524,107,5,C,C,D
1006598,108,5,C,B,C
1007760,115,9,A,C,B
1003615,98,5,C,C,D
1004205,114,9,A,C,B
1000519,101,5,C,B,C
1008218,94,4,B,D,D
1000759,111,8,A,C,B
1000672,115,8,A,A,B
1004377,120,7,A,C,B
1008874,95,3,D,C,E
1002561,111,8,B,C,C
1001137,102,4,C,B,D
1004448,111,9,B,B,B
1005620,93,4,C,D,E
1008655,95,5,C,C,D
1003731,99,4,D,D,D
1003123,106,5,C,A,C
1009013,100,4,B,A,C
1005943,110,6,A,A,B
1002959,113,8,B,C,C
1009298,110,8,B,B,B
1006171,118,6,B,B,B
1001043,108,7,C,C,C
1005234,95,4,B,C,D
1000203,116,9,B,C,B
1006101,100,7,B,A,C
1004797,112,6,B,C,C
1000288,118,8,B,A,B
1001230,109,4,A,B,C
1008997,93,5,B,D,D
1004057,98,4,C,C,D
1004926,116,8,B,A,B
1002324,104,7,C,B,C
1009133,106,6,C,A,C
1007346,111,6,A,A,B
1004649,111,7,B,A,B
1004078,107,4,C,C,D
1007407,103,5,B,A,C
1009468,102,4,B,A,C
1008595,112,7,B,C,C
1002844,109,7,A,A,B
1008594,103,4,C,A,C
1006370,114,7,B,A,B
1000059,104,4,C,B,D
1007859,98,3,B,B,D
1006045,99,3,D,C,D
1005421,97,4,C,B,D
1006282,103,7,B,A,C
1006839,115,7,B,C,C
1006776,99,5,D,B,D
1004809,107,7,A,C,C
1000346,100,7,A,A,B
1009606,103,4,D,D,D
1002636,93,4,C,D,E
1006329,103,4,C,B,D
1001346,103,7,B,A,C
1002979,109,5,A,A,C
1003132,107,5,B,B,C
1006387,95,4,D,C,D
1003505,114,7,B,B,B
1008247,107,7,C,C,C
1008744,107,7,B,C,C
1008758,105,7,B,B,C
1002951,101,4,C,A,C
1008550,107,4,C,C,D
1003055,109,7,A,B,B
1009590,91,5,D,D,E
1003167,101,4,B,A,C
1007761,103,6,B,A,C
1006624,107,7,B,B,C
1002811,115,8,B,B,B
1007798,99,5,C,B,D
1004087,101,6,A,A,C
1003027,101,6,C,C,D
1002411,99,5,B,B,C
1007448,102,7,B,C,C
1000405,111,9,A,C,B
1003104,97,3,B,B,D
1005330,108,5,B,A,C
1002594,91,5,D,D,E
1001167,101,7,A,C,C
1009635,102,5,C,A,C
1001779,118,6,B,C,C
1005716,103,7,B,B,C
1009441,90,5,B,B,D
1008382,90,3,D,D,E
1003572,105,5,A,C,C
1006232,110,7,A,A,B
1006973,108,7,B,A,B
1002307,106,4,B,B,C
1001953,114,7,B,A,B
1009960,101,7,B,A,C
1000129,112,7,B,B,B
1000094,92,4,B,B,D
1005458,98,5,D,D,D
1007110,91,3,B,C,D
1005831,103,5,B,A,C
1009371,105,6,C,A,C
1004408,106,5,C,C,D
1001745,105,6,C,C,C
1002099,98,5,D,C,D
1003981,103,6,B,B,C
1005329,93,4,C,D,E
1005789,116,6,B,A,B
1001927,103,7,B,B,C
1000806,101,7,A,A,B
1007422,118,9,B,A,B
1005239,95,4,B,D,D
1001273,96,4,D,B,D
1001387,96,3,B,D,D
1003929,104,5,C,B,C
1003945,108,7,C,C,C
1000548,111,7,A,B,B
1004850,120,8,A,B,B
1005728,90,5,C,C,D
1005525,110,6,B,A,B
1001202,101,7,C,A,C
1004650,100,4,B,A,C
1004947,100,5,A,B,C
1001127,98,5,B,C,D
1003229,118,6,B,C,C
1007715,112,6,B,C,C
1008114,105,4,C,A,C
1001229,116,9,A,C,B
1003130,93,5,B,B,D
1002493,94,4,D,C,D
1009194,90,3,C,B,D
1000846,99,4,B,C,D
1002480,106,4,C,B,C
1007679,106,7,B,C,C
1001454,106,7,B,B,C
1007428,94,3,B,D,E
1007172,111,4,C,E,D
1007111,107,4,B,B,C
1003430,111,9,A,A,B
1007123,90,3,B,B,D
1006323,107,6,A,C,C
1006830,95,3,D,B,D
1000029,102,5,C,A,C
1002878,109,6,A,A,B
1001622,106,7,A,A,B
1006087,98,3,C,D,E
1007204,105,4,A,C,C
1004636,93,4,C,B,D
1004446,114,7,B,B,B
1006597,103,7,B,C,C
1003574,114,7,A,A,B
1001263,101,5,B,C,D
1007269,101,6,A,A,C
1005406,99,3,C,B,D
1008150,112,7,A,B,B
1005630,99,3,C,D,E
1002912,110,6,A,C,C
1007622,102,6,C,A,C
1007255,90,3,D,D,E
1005818,100,4,B,B,D
1000375,96,3,C,B,D
1001415,105,5,B,B,C
1004453,95,3,B,D,E
1001419,112,9,B,C,B
1002579,104,5,A,B,C
1007117,104,7,A,A,B
1002793,110,9,B,C,B
1005688,113,9,A,B,B
1009391,105,6,A,C,C
1004702,99,3,D,D,E
1006412,91,3,B,B,D
1004437,100,5,A,C,C
1005859,100,7,A,A,B
1008526,106,6,B,B,C
1008398,102,6,A,C,C
1007893,111,7,B,C,C
1002949,100,6,A,A,C
1007100,105,4,C,C,D
1008980,114,8,B,A,B
1001759,108,4,C,B,C
1008488,105,6,C,B,C
1000992,100,4,C,A,C
1002652,100,5,C,B,C
1005945,98,2,D,E,E
1009681,101,7,A,A,B
1003357,111,9,B,B,B
1006652,103,4,A,C,D
1009096,94,4,D,D,E
1007026,119,9,B,A,B
1005621,108,7,A,B,B
1009941,94,3,C,C,D
1009112,101,5,B,A,C
1008054,106,2,C,C,D
1001013,119,7,A,A,B
1000062,96,3,C,B,D
1009516,113,7,B,B,B
1006771,116,9,A,A*,A
1007985,100,7,C,C,C
1003951,103,5,A,C,C
1009901,97,3,B,D,D
1000954,103,4,A,C,D
1002881,105,6,A,B,C
1005461,110,9,A,A,B
1007529,114,6,A,B,B
1001320,99,3,C,D,E
1001651,90,4,D,B,D
1007505,105,6,B,B,C
1009578,107,6,C,B,C
1008176,107,6,B,A,C
1001914,102,6,A,C,C
1006730,106,5,C,C,D
1007934,117,8,B,B,B
1000336,108,5,A,A,C
1001781,102,7,B,B,C
1000726,101,5,C,E,D
1007054,104,7,B,A,B
1002858,118,8,A,A,B
1009427,104,7,B,A,B
1008968,105,7,A,C,C
1007581,101,6,B,B,C
1005361,114,8,A,A*,A
1002082,120,8,B,B,B
1002459,109,6,C,A,C
1008116,106,5,B,B,C
1008452,105,5,C,B,C
1000430,90,3,D,B,D
1008803,111,9,A,A,B
1001106,106,6,A,A,B
1003443,108,6,B,A,C
1002458,99,3,D,C,D
1005195,102,4,A,C,D
1006073,102,6,B,C,C
1002918,113,6,A,C,C
1001547,102,5,B,C,D
1003810,120,9,A,A,A
1000382,108,5,C,A,C
1009800,95,3,D,D,E
1008667,104,8,A,B,B
1008577,100,6,A,A,C
1005906,90,3,B,B,D
1008005,118,9,A,A,A
1008940,111,8,A,C,B
1006356,109,4,A,C,C
1004449,106,7,A,A,B
1006726,94,5,D,C,D
1004899,101,4,C,B,D
1000092,112,6,A,A,B
1002570,97,3,C,D,E
1003301,90,5,D,C,D
1007907,103,4,A,B,C
1007641,104,5,B,C,C
1009486,106,6,C,B,C
1002030,111,9,B,A,B
1007098,110,6,B,B,C
1002441,107,5,B,B,C
1001129,115,9,B,B,B
1007185,93,4,C,D,E
1005610,109,4,C,B,C
1005141,110,8,A,C,C
1000356,95,2,D,C,E
1001692,93,5,B,D,D
1007067,99,3,B,C,D
1004547,100,7,A,B,C
1008468,111,9,A,B,B
1005216,100,4,A,A,C
1008325,98,3,D,D,E
1009469,100,6,A,C,C
1000502,114,9,B,A,B
1001650,105,6,A,C,C
1008692,104,4,A,C,D
1007712,104,7,C,C,C
1004454,115,7,B,C,C
1009520,99,5,B,C,D
1003966,116,9,A,C,B
1005197,107,4,A,C,C
1004789,104,4,C,C,D
1009127,120,6,B,C,C
1004464,97,3,B,C,D
1007966,102,4,A,C,D
1004764,95,3,C,B,D
1000564,113,9,A,C,B
1003036,119,7,A,C,B
1002399,118,6,B,A,B
1003225,115,6,B,B,C
1002045,103,6,C,C,C
1006279,102,6,C,B,C
1009693,92,4,D,B,D
1002410,120,7,B,A,B
1004435,109,6,B,B,C
1000853,101,4,A,B,C
1000894,116,7,B,B,B
1002962,97,4,C,D,D
1006127,108,4,A,B,C
1004900,104,4,C,C,D
1008658,110,8,A,A,B
1001276,104,6,A,A,C
1003979,93,4,C,D,E
1005071,106,6,A,C,C
1008816,113,9,A,A,B
1005778,105,7,A,A,B
1003135,111,9,A,B,B
1003473,97,5,B,D,D
1009746,105,4,B,C,D
1009073,100,7,A,B,C
1007389,111,6,A,A,B
1008694,105,4,C,C,D
1001428,111,9,B,B,B
1005220,114,9,B,B,B
1009242,111,7,A,A,B
1006246,107,6,B,D,C
1008931,97,3,C,C,D
1006188,105,5,A,A,C
1006404,101,4,B,B,C
1003514,102,6,C,B,C
1001467,102,5,C,B,C
1003606,97,5,D,C,D
1009907,90,4,B,B,D
1003391,100,7,A,B,C
1007176,107,5,B,C,C
1004092,94,5,D,B,D
1000818,105,5,C,C,D
1006491,120,9,B,C,B
1004423,113,6,A,A,B
1005424,118,6,A,B,B
1006488,108,4,B,C,D
1001763,114,7,A,B,B
1000455,99,5,C,D,D
1007703,100,5,B,C,D
1002789,90,3,C,D,E
1007118,114,7,A,B,B
1008083,117,7,A,C,B
1002311,101,6,A,B,C
1006036,103,5,C,A,C
1000935,99,5,B,D,D
1005980,108,4,C,B,C
1000452,114,6,A,B,B
1009150,91,4,C,D,E
1000232,108,4,A,A,C
1008884,103,5,A,A,C
1001298,106,6,B,A,C
1003847,109,4,B,C,C
1000736,103,7,B,C,C
1005316,104,7,A,B,C
1002332,103,4,B,C,D
1006306,113,8,A,B,B
1003067,108,4,C,A,C
1007292,107,7,C,C,C
1006664,95,3,B,B,D
1007741,102,7,B,A,C
1000026,112,6,A,B,C
1002047,105,4,C,E,D
1006466,110,6,B,B,C
1004669,119,6,B,A,B
1003295,113,6,A,B,B
1004079,106,7,B,B,C
1009581,101,4,C,C,D
1003257,90,4,C,D,E
1006066,104,7,C,C,C
1000801,102,5,A,A,C
1008827,108,7,B,C,C
1001336,104,7,C,C,C
1006075,102,6,A,A*,B
1007546,91,5,C,D,D
1002806,97,5,C,D,D
1001442,109,7,A,A*,B
1009682,119,8,A,B,B
1002347,104,6,A,B,C
1000592,108,4,C,C,D
1004876,113,6,A,C,C
1000862,99,7,B,A,C
1002197,108,7,C,C,C
1006628,99,4,D,C,D
1006511,112,6,A,C,C
1000461,106,7,A,A,B
1000968,107,5,B,B,C
1006465,99,5,C,D,D
1000397,111,9,A,B,B
1006818,120,6,B,A,B
1001023,97,3,D,C,D
1004932,102,6,C,A,C
1008093,107,4,A,C,C
1008762,111,7,B,A,B
1007065,101,4,A,C,D
1002218,90,4,C,D,E
1003671,116,7,B,B,B
1000616,111,8,B,A,B
1003923,91,5,C,C,D
1000058,100,7,C,C,C
1004362,118,6,A,A,B
1001275,117,6,B,B,B
1002899,113,9,A,C,B
1005077,104,4,A,A,C
1001908,106,5,C,C,D
1005990,104,7,C,C,C
1004709,114,9,A,C,B
1005686,98,5,B,D,D
1004252,99,5,B,D,D
1008026,113,8,B,A,B
1001292,105,4,C,A,C
1002752,116,8,A,B,B
1008819,100,4,C,C,D
1001354,105,4,A,A,C
1002032,98,4,D,C,D
1002692,105,7,B,B,C
1008921,93,4,C,B,D
1004249,101,6,B,A,C
1006807,94,5,C,B,D
1006298,111,8,B,B,B
1005675,111,6,B,B,C
1004497,91,3,D,B,D
1002708,116,6,A,A,B
1006581,120,8,B,B,B
1006002,105,7,B,B,C
1000574,100,4,C,A,C
1008097,120,8,A,B,B
1005349,94,3,D,C,E
1001511,105,7,B,C,C
1007477,106,6,A,C,C
1007677,116,6,B,C,C
1000623,108,7,A,A,B
1001360,101,4,B,B,C
1002571,97,4,C,C,D
1001609,102,5,B,C,D
1007466,97,3,C,D,E
1005405,105,6,B,A,C
1007322,100,4,B,A,C
1009086,93,3,C,C,D
1003739,115,8,B,A,B
1005638,101,7,C,A,C
1003141,95,5,B,C,D
1006778,104,6,A,C,C
1000515,106,4,A,C,C
1001059,91,2,E,D,E
1000361,108,6,A,A,B
1001381,97,3,D,D,E
1004577,119,7,A,C,B
1001448,109,5,A,C,C
1001785,102,7,B,B,C
1001830,99,3,C,D,E
1000184,104,5,A,A,C
1000643,110,9,A,A,B
1006909,105,4,A,A,C
1000939,103,6,C,B,C
1009249,105,4,C,A,C
1002426,100,5,A,A,C
1001314,102,7,C,C,C
1002159,90,3,B,C,D
1009547,113,7,B,B,B
1003157,107,7,A,A*,B
1003541,99,4,D,D,D
1001323,120,6,B,A,B
1008892,106,7,B,A,B
1008319,97,3,C,B,D
1006392,112,9,B,B,B
1004000,108,5,C,C,C
1000562,108,7,B,C,C
1005419,102,7,A,C,C
1006541,109,4,C,B,C
1008160,103,5,C,B,C
1006176,109,7,C,A,B
1003755,90,4,D,C,E
1003803,102,7,A,A,B
1007714,119,6,A,A,B
1005382,99,4,D,B,D
1004334,100,6,B,A,C
1001046,101,4,C,A,C
1005951,95,3,B,B,D
1003594,90,5,B,C,D
1006405,103,6,C,B,C
1001287,106,8,B,A*,B
1004208,105,4,B,C,D
1002829,104,5,A,A,C
1000771,105,4,C,A,C
1008199,113,8,B,A,B
1001960,103,5,B,C,D
1004667,100,4,A,A,C
1005043,103,7,B,C,C
1003263,110,6,B,C,C
1002100,116,9,A,B,B
1000117,100,4,B,C,D
1000702,106,7,B,A,B
1004325,108,5,C,A,C
1002821,97,3,B,B,D
1007089,105,5,B,A,C
1005924,93,5,B,D,D
1009643,91,4,D,C,D
1006595,108,7,C,B,C
1002071,102,5,B,C,D
1004897,107,6,A,C,C
1002209,105,7,B,A,B
1007719,97,4,D,C,D
1009228,105,7,C,C,C
1003377,95,3,B,D,E
1006085,116,9,A,B,B
1005457,94,5,B,D,D
1006194,103,7,C,C,C
1002235,97,6,A,B,C
1001099,110,9,B,C,B
1006078,102,5,B,B,C
1006684,101,5,C,A,C
1000479,112,6,A,A,B
1007738,105,7,C,B,C
1009173,109,7,A,A,B
1001566,97,5,D,C,D
1005473,94,3,D,D,E
1003547,106,7,A,B,C
1006748,102,4,B,A,C
1006880,110,6,A,B,C
1007106,104,6,C,C,C
1002113,107,5,B,C,C
1009588,92,3,B,B,D
1003026,120,6,A,B,B
1000290,104,4,A,C,D
1005760,111,7,B,C,C
1006932,98,5,C,C,D
1009171,107,4,B,B,C
1007875,95,4,C,B,D
1006264,109,6,A,A,B
1004313,102,6,B,C,C
1006929,105,7,C,A,C
1009934,111,7,B,C,C
1003340,95,4,C,C,D
1004597,100,7,C,C,C
1004048,109,7,A,A,B
1008636,120,6,B,C,C
1004684,104,5,A,C,C
1001146,110,6,A,C,C
1005994,104,6,A,B,C
1005645,120,8,B,A,B
1000971,91,4,C,C,D
1003133,106,7,A,C,C
1003668,92,5,C,B,D
1000258,90,5,D,D,E
1002865,107,7,A,B,C
1007457,106,8,A,A*,B
1000124,103,6,B,B,C
1000931,104,5,B,B,C
1006777,120,9,B,B,B
1001674,103,7,A,A,B
1002747,109,7,A,C,C
1003538,100,5,B,A,C
1008045,107,7,C,B,C
1007167,103,6,C,A,C
1009114,102,3,B,C,D
1006182,120,8,B,C,B
1002637,114,9,A,C,B
1009822,106,7,B,A,B
1001943,90,3,C,C,E
1008776,102,7,C,C,C
1001282,120,8,A,C,B
1008409,103,5,A,C,C
1009011,114,9,A,C,B
1002395,117,8,B,A,B
1003076,107,6,C,C,C
1007734,98,4,C,D,D
1004424,90,3,C,D,E
1003470,110,8,B,A,B
1004329,98,4,D,C,D
1003622,106,5,C,B,C
1005305,95,5,D,B,D
1007475,103,7,A,C,C
1006284,105,6,A,A,B
1005517,107,4,C,C,D
1007801,96,4,B,C,D
1000635,115,7,B,C,C
1009160,100,5,C,C,D
1003515,92,5,C,C,D
1000875,104,7,C,A,C
1002982,105,5,C,C,D
1005438,106,7,C,A,C
1007557,116,7,C,D,C
1005005,103,6,C,C,C
1008607,104,7,B,B,C
1007997,96,3,B,B,D
1002162,112,8,A,B,B
1005762,106,5,B,A,C
1000380,102,4,A,B,C
1008525,90,5,D,C,D
1003543,117,6,B,C,C
1001881,95,4,B,C,D
1007245,100,5,A,A,C
1005107,108,6,A,C,C
1006220,95,4,C,C,D
1009304,93,5,C,D,D
1006623,90,4,C,D,E
1003283,111,9,B,B,B
1003187,101,7,A,A,B
1003996,120,9,A,B,B
1009363,97,4,C,B,D
1004255,98,4,D,B,D
1000567,100,6,C,B,C
1003902,107,5,B,B,C
1007381,101,7,B,C,C
1006615,110,6,C,D,C
1001575,97,3,C,C,D
1002254,94,5,B,D,D
1002465,91,5,D,B,D
1004371,90,4,C,D,E
1009722,101,4,B,B,C
1001151,103,7,B,A,C
1003484,100,6,A,A,C
1008143,115,6,B,A,B
1006199,115,6,B,A,B
1006692,102,5,A,C,C
1008775,91,5,C,D,D
1007894,100,5,A,A,C
1008246,100,6,A,C,C
1004482,100,7,A,B,C
1008068,99,3,D,D,E
1005078,100,5,B,B,C
1002105,102,5,A,A,C
1001501,100,5,B,A,C
1002034,107,6,B,C,C
1007866,108,7,C,B,C
1000272,98,3,B,D,D
1000588,115,9,A,C,B
1006236,97,3,D,B,D
1006490,92,5,B,C,D
1008215,108,4,A,A,C
1002680,98,3,C,D,E
1009939,108,5,C,A,C
1004196,90,5,B,C,D
1008981,116,9,B,B,B
1003672,110,8,A,B,B
1005179,93,4,D,C,D
