reference_id,SATS,GCSE,GCE_AS,GCE_A
643447554,110,4,C,B
824934881,115,9,A,C
121556800,107,3,C,C
995447134,101,5,C,B
435296759,88,2,E,U
707569719,106,3,B,C
430339837,105,3,C,C
766170575,106,3,C,C
935824003,120,8,B,C
206196861,115,7,B,C
925332284,111,4,C,A
901034741,97,1,D,E
441807611,101,5,C,D
854811215,104,3,C,C
105711137,99,3,D,U
270120199,109,4,B,B
777179498,108,3,C,D
940908588,96,4,C,C
213403390,115,6,A,B
192643783,106,4,D,B
906682028,91,1,U,C
513225697,105,4,B,D
280615321,107,3,C,D
556366399,113,6,B,A
819194692,102,3,B,D
567620398,112,4,A,A
529698470,106,4,C,D
970687311,94,3,C,E
810500164,94,2,E,U
276847532,114,7,B,C
419863162,115,9,A,C
343900412,108,3,D,D
761992343,117,7,A,A
615053454,113,4,C,B
901255220,110,5,A,C
489947566,98,2,C,U
719204124,119,7,B,A*
731449483,109,4,B,B
364362144,102,4,B,B
760015955,100,3,D,B
619569111,107,3,B,D
326930413,92,2,C,D
387193058,111,7,B,C
872118302,97,4,U,C
656883508,108,4,D,B
590718250,101,5,B,B
656726170,103,3,C,D
817890400,99,3,U,E
867679046,104,4,C,C
688112060,120,8,A,A
111211932,116,6,A,A
547094572,108,5,D,B
285980961,105,4,D,D
116834234,112,4,A,C
931221628,114,5,B,B
250246286,98,3,D,D
321150094,104,3,B,D
402934862,90,4,D,U
519012508,114,5,B,A
641240762,120,8,B,A*
379321592,106,5,C,C
813122876,88,2,E,E
870338616,110,6,B,C
639824854,98,3,U,C
755959595,100,4,D,C
733927119,110,7,A,C
659297084,107,4,C,C
352162854,101,5,B,B
487249950,100,3,D,C
473637478,106,5,B,B
648709017,102,3,C,E
397986957,96,1,E,E
460605676,102,4,B,D
508275448,108,5,C,D
635015211,104,5,D,D
919903499,94,1,C,U
950438130,113,6,C,C
607473695,83,2,D,E
338651280,101,5,B,D
190369849,100,3,B,D
873931469,106,3,C,B
571389106,109,5,C,D
609716408,114,5,B,C
957934193,99,2,C,C
190038581,110,5,A,B
706067970,107,4,B,D
974068577,91,1,U,C
252998268,120,7,A,A*
988876315,93,3,D,E
586980016,108,5,D,D
604641849,108,5,D,D
963758304,107,4,C,D
399194856,101,3,C,D
770839248,112,6,C,A
107771206,93,2,U,C
704251196,104,3,C,C
113954508,100,5,C,D
103750773,100,3,B,D
449285861,108,3,C,B
435348794,114,5,C,C
804764614,102,3,C,D
902369955,111,5,B,A
661034027,105,5,B,D
239300474,98,1,E,U
703633953,103,4,D,D
538977344,103,5,B,C
576308351,99,2,U,E
894642680,108,4,B,B
442273037,107,4,C,B
967910743,92,4,D,D
585960459,92,4,U,D
932520008,108,3,C,B
494676235,98,4,U,E
283799829,107,4,C,D
224001755,111,2,D,A*
427382406,95,4,U,C
698904610,94,3,U,C
128237071,118,8,B,A
515843635,108,4,D,C
946103737,102,5,C,C
839832743,98,4,U,U
945898890,101,5,B,B
961281400,95,4,D,C
712929454,112,6,B,A
529556203,99,3,C,U
817651331,114,5,A,A
941094264,102,5,C,C
518120631,97,2,E,D
683809430,102,5,D,B
530894470,84,2,D,D
672193256,104,5,C,B
830314887,104,5,D,B
307457283,112,4,A,C
880161408,90,4,C,E
573679169,114,6,B,B
625936173,112,5,B,A
203471345,115,8,B,C
500447494,105,5,B,B
179102937,113,5,B,A
865813984,93,2,D,E
216224324,111,5,B,C
744803791,99,5,U,U
770540059,92,1,E,U
856262763,96,1,U,E
202499708,105,3,C,B
114516979,98,3,C,U
865628694,108,3,D,B
264919206,91,1,U,C
368298367,88,2,E,U
720850979,116,6,A,A*
581484559,112,4,A,C
280824980,97,1,E,U
310127228,105,4,C,C
852476660,113,5,B,B
568662911,108,3,C,C
930198905,106,4,C,C
605925581,114,9,C,D
697069317,99,1,U,E
406421597,105,3,C,B
126910800,105,5,B,D
555329482,103,4,B,C
757246113,102,5,A,A*
874054150,106,3,D,C
727745868,105,4,D,C
555691227,97,3,C,U
589502199,111,7,B,A
304615257,97,2,C,U
890268490,103,5,B,C
153562626,103,3,C,D
144677761,108,5,D,B
123974792,88,2,U,D
269694417,112,5,A,A
712948915,100,5,C,D
206718918,115,8,A,A*
338236110,101,5,D,D
573306195,105,3,D,D
440003261,120,6,B,B
280120646,103,4,D,C
114443762,115,8,B,C
272755374,105,5,D,D
354359849,108,4,D,B
207899324,106,4,B,B
558282733,112,6,C,B
897085049,100,3,C,C
376304507,97,3,E,E
792497890,100,4,C,B
966442895,106,5,B,D
596249753,103,3,B,D
279507395,111,5,A,B
880705453,115,7,A,C
562655785,97,3,E,C
126716422,99,4,D,E
327865356,94,1,D,C
579389651,120,8,B,B
826001117,107,5,B,C
866865425,109,5,D,B
268982614,94,2,E,C
965440978,105,3,B,C
818942506,109,2,A,E
744945845,103,5,B,B
816359734,114,4,A,B
601178572,120,6,B,A
645857761,97,3,E,E
579113263,97,2,U,C
960056958,98,1,E,E
799046214,118,7,A,A*
118923453,113,7,B,B
476771546,104,4,D,C
923611389,105,3,B,C
815443602,98,1,D,D
552215406,112,7,B,B
195800110,102,4,B,B
209871645,103,4,B,B
518888896,110,4,B,C
377290604,103,3,C,C
786825463,103,4,D,B
228744115,105,4,B,C
789179180,111,4,B,B
688788894,118,7,A,C
108439676,110,7,B,B
105574851,111,4,A,B
625399315,103,4,C,C
931334093,99,2,D,D
249117231,110,7,C,A
387011147,106,4,B,D
901324029,94,2,C,D
952435508,102,4,D,D
375856476,104,4,D,B
759604181,101,4,B,D
109034894,117,7,A,B
559960034,109,5,C,C
665012411,116,7,B,A*
876624412,107,5,B,B
839578947,106,4,B,C
155136075,98,1,D,C
168663549,105,5,C,D
108558833,105,5,D,B
239644826,94,2,C,U
939728040,101,3,B,D
338113929,102,4,B,B
977666555,108,5,C,D
483440124,109,3,B,C
808788241,100,4,D,C
804329641,109,5,C,C
385444538,104,5,D,C
176911712,82,3,U,D
549355473,101,5,C,C
457089744,114,4,B,A
288267815,92,3,D,E
246319537,106,4,C,B
526677143,118,6,B,C
193907733,99,4,E,D
870514573,105,3,C,B
716071692,95,3,E,E
811858472,118,7,A,A*
800073387,104,3,D,C
795862539,105,5,B,B
623011662,116,6,A,C
428376051,110,7,B,A
911034731,98,1,D,C
303076246,100,5,C,B
630884901,109,3,C,C
276311235,100,3,B,C
897375262,88,1,E,D
831785421,105,3,C,D
429594305,93,3,E,E
434023569,118,8,B,B
105030236,106,5,B,C
811812910,98,1,C,E
362431621,99,1,U,E
458835938,90,3,U,D
717947378,96,2,E,U
406667143,113,5,C,E
386862626,120,6,A,C
989226941,111,7,B,A
527816440,104,5,D,D
792625913,102,5,B,D
688616615,97,2,U,U
639464764,120,6,A,A*
381508063,103,3,B,B
383807260,120,7,B,B
221800006,116,7,B,B
583365518,91,4,U,C
181787620,100,5,B,D
347713607,100,7,U,B
669744298,104,5,B,C
121160296,105,4,B,B
294061525,120,9,B,A
780395484,96,1,E,U
822834672,107,5,C,C
100858141,110,4,A,B
350256108,105,2,D,C
151045752,106,4,B,B
112439739,97,1,U,U
947860803,106,3,B,B
482453790,109,4,C,C
815724563,108,3,B,B
714224116,110,4,C,C
504578254,116,7,A,B
777168495,112,4,B,B
323821081,106,3,D,B
472508505,96,3,U,E
440793382,100,4,B,C
614672552,103,5,B,B
289451162,107,3,D,D
770957426,101,3,D,D
857748838,98,2,D,E
900317351,95,4,E,U
818136546,92,1,C,C
721776490,103,5,D,C
957954756,93,2,U,U
188807614,97,1,B,D
278578689,102,3,D,C
478405258,94,1,D,E
658846024,108,3,B,C
900062964,111,7,C,A
185217128,101,3,C,B
244648050,102,3,C,C
874601029,109,5,B,B
378963478,99,1,B,D
115141937,99,1,D,U
710167207,115,7,B,A*
889950526,112,5,C,A
911866567,110,6,B,B
868885182,112,6,A,B
153136329,89,3,E,U
221406178,116,6,B,B
883442778,108,4,C,B
723645915,113,6,C,C
298290442,108,5,B,D
448849960,105,5,B,C
874770229,103,4,D,D
900312008,108,2,C,B
514446071,103,5,C,C
797934182,112,4,C,C
140544203,92,2,D,E
931434894,101,3,C,C
299739141,120,9,A,A*
965042279,100,3,C,D
932667492,103,5,B,D
574118027,98,3,D,U
708906451,108,4,C,C
517309086,99,1,U,C
955760579,104,4,D,D
194685633,112,5,C,C
690560993,99,4,C,C
294481871,111,6,B,C
133554281,112,4,A,B
687128847,113,5,A,C
710049861,106,4,C,D
214607640,120,9,A,B
948142476,113,6,C,C
304341395,108,5,C,C
179137890,98,3,E,U
656763955,104,3,D,B
311720780,116,9,B,A
434099595,119,6,A,A
144020430,117,7,B,A*
496571230,111,5,A,A
249480662,95,2,D,U
485073467,109,5,B,C
964791906,95,4,E,C
360247094,93,2,E,E
388930473,107,5,D,B
821044382,109,5,D,D
957685907,112,5,C,A
464260361,109,3,C,B
411083399,109,3,D,C
776474087,97,1,D,U
737464498,104,3,B,B
675859950,93,4,C,U
222200416,89,1,U,U
335992844,111,7,B,A
150923245,99,1,C,E
450843588,112,6,A,B
857794590,114,6,A,B
301329546,100,5,D,D
478751315,110,4,A,A
257482818,100,4,C,C
300820236,90,4,D,D
811735756,106,5,D,C
396521181,101,3,C,B
925885726,101,4,B,B
617317945,120,6,B,A
305886454,93,4,D,D
902739198,108,3,C,B
152795504,97,4,D,U
451654523,112,7,C,B
771261006,107,5,C,B
590375817,108,3,D,B
540810077,97,2,C,E
222887961,99,3,U,E
613549140,112,7,A,C
386898831,119,6,A,A
315327014,109,4,D,D
691243419,98,4,C,D
525283883,108,5,C,D
482768560,120,6,B,B
862292054,106,5,C,B
450670708,117,6,B,A
787052454,99,1,D,E
899291727,105,5,D,C
770135842,110,7,B,A
677061138,108,4,B,B
302956970,99,2,D,U
330372053,99,2,D,C
867095636,113,2,B,D
267891783,115,9,A,A
802944241,117,7,A,B
284178501,119,7,A,B
432623980,106,3,C,B
605678368,103,3,D,C
247205329,116,6,A,A*
635259558,111,6,B,B
101254641,97,6,B,U
664055285,97,3,C,D
762202142,109,4,D,D
936019406,104,4,C,B
977282610,105,4,C,D
490806783,114,6,B,B
830890575,111,6,B,C
752345499,116,6,A,B
248039103,90,3,D,E
950256237,107,3,B,D
280324444,111,6,C,B
609630106,93,4,U,U
268156965,100,5,C,D
333360735,98,2,C,U
777940470,105,4,C,D
920341912,118,8,B,C
776699812,120,9,B,A
982616333,98,1,D,C
248487113,109,3,B,C
281491750,109,5,C,B
465013426,108,4,B,B
928049871,108,3,C,C
818968680,107,4,B,D
433241158,119,8,B,C
114591639,114,5,A,B
657237261,97,1,C,C
377930678,111,6,A,A
301285572,112,5,C,B
292752555,108,5,C,C
387105543,114,7,C,B
657062342,107,5,B,B
247406455,107,3,B,D
536349592,106,5,C,D
929046882,89,3,D,D
967958498,104,4,D,D
846578145,100,5,D,B
338017528,96,4,C,D
231671576,116,6,D,B
890232995,109,5,D,D
463555912,105,5,D,B
514427203,100,4,C,D
483650556,107,4,D,C
221098658,113,5,C,A
749245295,98,2,C,U
309842606,105,5,D,B
780129655,112,5,B,C
741560492,90,3,U,E
843970373,105,5,D,D
135607005,102,5,D,D
475501243,104,5,C,B
469026672,101,4,B,B
389349293,106,5,B,B
544755385,120,8,B,A*
653530019,102,5,B,D
963993411,107,3,B,B
939377063,120,7,B,A*
760721815,101,3,B,D
346050607,120,9,B,A
200735318,105,5,D,C
931472776,119,9,A,C
314690629,111,4,C,A
943161607,107,4,D,B
209595490,104,5,C,B
592013915,100,3,D,D
617120245,106,4,D,C
450747524,112,7,A,C
807278295,105,5,B,D
740354951,102,4,C,C
628306660,103,5,B,B
589553681,113,6,A,C
430595018,115,9,B,A*
163264908,100,3,C,D
804507814,100,4,C,D
256878761,108,4,D,D
745697409,117,8,B,C
114559750,114,4,A,B
335895986,95,3,D,E
944334145,103,5,D,D
339057976,98,4,C,U
344339226,103,4,D,C
672446265,118,8,A,C
703377801,94,1,C,U
364759555,92,1,D,E
782933611,98,3,C,E
379326479,107,3,B,B
832838559,110,4,C,C
438957094,108,5,B,D
853271999,114,7,A,C
982181193,91,2,C,D
480607829,115,6,B,B
439637819,103,5,D,C
523020679,111,4,B,B
747283154,94,4,U,D
900680914,105,5,C,B
895321661,107,3,C,C
643807870,114,5,C,A
991721634,92,1,C,E
904246030,105,5,C,D
537457805,96,2,D,E
471026579,109,4,D,D
514128730,111,4,B,C
121090500,115,6,A,A
397280425,101,5,D,D
444594840,112,6,C,C
336304313,116,6,A,A
389902472,92,4,D,D
566687513,110,4,A,A
285238695,113,5,C,A
724594283,103,4,D,D
463702966,95,4,U,U
326911192,113,6,C,B
414591461,95,4,D,C
388820898,104,5,D,D
161306722,105,4,D,C
418534390,111,5,C,B
275394295,100,3,E,A*
276962875,100,4,C,C
725021009,106,5,B,B
619079959,113,6,B,A
584329427,120,7,B,B
519827816,93,1,C,U
448350860,108,3,B,B
335801134,96,4,E,C
900471807,113,6,A,C
468208430,97,1,E,U
895675012,100,5,C,D
642551655,100,3,D,C
858567980,104,5,C,B
692153240,108,3,D,D
834209976,109,3,D,B
816805634,105,4,B,D
681371602,94,1,E,U
750497462,111,2,E,D
835827466,105,3,C,C
302411333,114,3,A,D
553024631,99,4,C,D
210079338,92,1,E,D
236697313,105,3,C,B
775231281,115,8,B,A*
828442767,106,3,C,C
688693401,103,3,D,C
688219177,98,2,U,U
879052287,119,6,B,A*
981182095,97,1,U,C
848637259,99,3,C,U
222858717,110,5,A,A
818656008,90,1,U,D
751609304,115,9,B,C
710055317,110,5,B,B
236104940,112,5,C,B
412679010,109,4,C,C
281799514,104,3,C,C
748142168,96,2,C,D
984088844,104,3,B,B
179074801,97,3,B,B
983208508,109,4,C,B
408330526,111,5,C,B
972152782,117,8,B,C
144339446,108,3,D,D
652251528,112,6,B,A
580999660,103,4,D,A
848741732,101,5,B,C
168430246,109,5,D,B
329914374,102,3,D,C
884231055,107,5,C,C
182796310,97,2,U,C
855100640,98,3,C,D
555004645,110,7,A,A
608756489,112,6,C,A
968257143,97,2,D,D
790395317,110,4,A,B
841836402,101,5,B,B
937943575,105,5,D,B
979297622,116,8,B,A
595302582,111,7,C,C
932528930,111,7,A,C
666395362,120,9,B,C
242670870,99,1,U,U
219854621,97,2,C,C
729473505,99,2,E,U
822373318,103,4,D,D
516176660,86,2,U,E
418943472,103,3,D,B
473519123,101,5,B,B
945734858,111,7,C,A
602798983,108,6,B,A
498962616,100,4,B,D
914278270,110,4,A,C
578719804,111,7,C,B
480684055,99,2,C,E
586240826,101,3,B,B
862974747,87,2,E,E
507514058,96,3,D,E
655446583,99,1,B,U
260863430,106,3,D,C
111157431,97,2,E,E
160588563,101,3,B,D
528582314,95,2,U,D
746601537,106,4,D,C
235329723,108,4,B,C
726680109,108,4,B,C
310994097,105,5,B,D
153206179,93,4,E,U
741177412,100,5,B,B
566267475,102,5,D,C
664644452,102,4,C,D
947306421,106,5,D,C
583167815,116,8,A,B
857195505,111,5,C,B
545741686,97,2,U,E
414146892,110,7,C,A
450260205,110,7,C,B
410322608,99,2,C,E
897911105,112,7,A,A
560207135,104,3,C,C
326125665,94,1,U,D
787994017,109,4,C,D
359402091,107,4,B,B
130034527,103,3,C,C
922477674,105,5,B,B
368508891,99,3,U,D
483061400,110,4,C,B
211623798,105,3,D,B
407509795,106,3,D,D
558029641,108,3,B,D
394845342,96,4,B,C
708577775,98,3,U,C
757042102,87,1,D,E
239833175,110,6,B,A
571508704,95,3,C,U
340196125,106,5,D,B
794578913,108,4,B,C
884352365,110,6,A,C
511754538,95,1,C,C
429400459,104,3,C,D
699361326,118,6,B,A*
657717275,119,9,A,C
557853340,113,6,B,A
717995775,108,5,B,D
334930158,97,2,D,E
657986563,111,7,A,A
999021076,104,3,C,C
878887906,109,3,C,C
259001875,100,5,B,D
806076670,104,3,B,D
575559617,106,3,D,C
792611439,107,4,B,C
438090516,109,5,C,D
319959680,100,5,B,D
296574294,94,2,U,E
159408851,118,9,B,B
887943006,120,6,B,A*
961993452,109,3,C,D
303250884,94,4,D,D
415176204,99,2,C,U
891098863,109,3,B,C
412561522,116,8,B,A
782608852,95,2,U,C
182585876,104,4,C,D
958739191,107,4,D,D
775260901,112,6,A,A
968133861,102,4,B,B
546589376,92,2,C,E
290632059,110,4,A,B
237533079,114,4,A,C
178404570,104,4,D,B
705086456,108,5,C,C
291590804,101,3,B,D
936019084,98,4,U,C
304940868,113,6,C,B
179904419,108,5,B,B
867456097,109,5,B,B
799966432,117,7,A,A
566995190,97,3,C,U
847511292,101,5,C,B
753370193,106,4,B,D
258585676,100,4,D,C
474210158,111,5,C,A
930378071,104,3,B,C
710214887,97,4,D,C
658826055,106,4,B,B
259535767,106,3,D,D
581443247,112,5,C,C
249215066,108,3,B,D
704271254,109,4,C,D
299948698,108,4,B,C
359298221,103,4,C,C
122869779,99,2,C,E
729585382,107,4,B,D
561041547,102,3,B,B
769011763,119,6,B,A*
793354081,116,7,B,A*
926785353,110,7,C,B
261844281,108,5,B,C
487093435,104,5,D,D
185847930,95,4,E,D
337282922,103,3,C,B
596516841,106,3,C,B
218165952,107,4,D,D
501085329,109,3,D,B
941944901,112,4,C,C
163820960,99,4,C,C
307850568,100,3,D,D
354342979,117,9,A,B
760987850,111,6,C,A
730706879,102,5,B,B
818307959,104,3,C,C
301798292,104,4,B,D
760152461,105,5,B,D
413834495,109,5,D,B
577814939,120,7,A,A
916948662,107,3,B,C
822488331,110,5,A,B
590576082,92,3,C,U
930367597,101,3,D,C
205992537,115,8,A,A
730228747,108,5,C,B
662798787,80,2,E,E
330977868,110,4,A,A
465186759,120,9,B,B
711047210,89,2,D,E
662211097,117,9,D,D
807559026,83,3,U,E
691486941,113,5,B,C
986996300,105,4,B,C
618981452,86,1,D,E
116686083,109,5,D,D
430075603,114,5,A,C
214912943,108,4,B,B
490240316,110,5,B,A
993921609,102,3,C,C
462359569,90,3,E,E
835618739,111,4,B,B
505483598,119,7,B,A*
619050040,114,6,A,C
127052801,89,2,D,E
718847913,93,4,U,D
322595414,98,4,D,C
514001903,92,4,E,U
988984723,105,3,D,D
301046392,108,5,B,B
935213074,94,2,E,U
143460070,111,5,C,A
432348364,110,6,C,B
981622789,101,5,D,B
508603589,104,5,C,D
812758746,89,3,D,E
926929998,102,3,C,C
102472413,105,3,D,B
758246549,106,3,C,B
922117199,108,5,C,D
619850445,107,3,D,B
729301603,103,5,C,D
211285704,107,3,D,C
809496101,113,6,B,A
399278489,104,2,D,B
242247390,108,4,C,C
615089135,104,3,D,D
944811068,100,4,B,B
829410688,109,5,B,D
605134803,101,3,B,B
475934959,108,4,B,B
374144566,105,3,D,C
826664969,103,3,C,C
773118318,102,5,D,D
854577032,101,4,D,B
981444034,92,3,C,D
852407393,108,4,C,B
501807950,107,3,C,C
603343071,112,6,C,B
500878716,101,3,D,D
941678949,120,9,A,A
134865300,102,4,D,C
870512173,98,2,U,U
669489979,97,1,U,C
163242782,91,2,E,C
317945993,117,7,B,A
156027966,116,9,B,B
937319354,110,6,A,A
680399006,98,4,C,U
656430348,119,6,B,C
568022336,102,3,C,B
254105927,103,5,D,B
758316870,116,9,A,C
218785299,110,5,B,B
286652525,120,6,A,A*
979213665,107,3,D,D
955898977,102,5,C,B
178643377,100,3,D,D
537924301,90,4,U,U
624524643,103,4,B,C
202220192,114,5,C,B
961493841,110,6,C,B
434461918,105,3,B,C
418006065,97,4,E,C
466462201,107,3,B,D
688344858,113,4,C,C
843625506,108,4,D,D
948872602,106,3,C,B
926307332,99,4,D,D
669313328,112,6,B,A
600888248,80,3,U,D
516406809,108,3,B,C
154572752,120,9,A,A
462148068,93,3,E,C
600846381,103,5,C,B
532867778,105,4,D,C
624606888,101,5,B,C
462478725,113,5,C,B
408409559,109,4,B,C
712920159,106,4,D,D
323935185,111,5,C,C
891144460,105,4,B,C
202291324,120,8,A,A
300002960,106,4,D,B
776444480,107,5,B,D
174580308,91,4,D,C
471138522,101,4,D,C
440017301,114,4,A,B
942894428,94,1,D,E
242934541,88,3,U,E
513675513,105,4,B,C
586842791,116,8,B,C
217213860,105,3,C,B
883401813,102,5,D,D
235816864,90,2,U,U
725483172,109,4,B,D
209692256,110,5,A,B
272111193,91,2,C,E
949723297,114,5,A,A
979066528,111,7,C,B
827327575,114,6,C,B
912572748,110,5,B,C
413571018,110,4,A,B
781826030,109,4,B,D
567840841,112,5,B,C
255815762,90,1,C,D
141294486,93,4,E,D
646488149,99,3,E,E
334098208,104,5,B,D
193255072,108,3,C,B
734770453,108,3,D,D
414082148,114,7,B,B
502315100,114,4,A,A
177336819,98,4,E,E
927158696,107,3,D,C
639880903,98,2,E,E
699289452,103,3,D,D
754315339,108,4,D,B
202391714,80,2,U,D
928743768,120,9,A,A*
690028167,110,6,B,A
378493593,100,4,D,C
341899147,120,8,B,B
179064275,102,3,C,C
402594620,106,3,B,B
291737754,101,5,U,U
327256160,118,8,A,A
549817719,104,5,C,D
602861812,106,3,D,B
167458210,115,9,B,B
251844894,110,6,A,C
721782539,105,5,C,C
729605444,114,4,A,B
216411232,120,9,A,C
830188492,108,5,D,C
198557002,106,4,C,D
205219687,106,3,D,U
377774212,115,6,B,C
411003208,100,4,B,D
629568503,103,4,D,B
161388224,93,2,C,D
494058056,96,3,D,E
840455760,101,3,B,B
757427597,105,4,D,B
358009539,119,9,B,A*
462506812,109,4,B,D
533323789,98,3,D,E
761696180,99,2,E,U
351687411,116,8,A,C
620349994,114,7,A,A
476138064,105,4,D,B
685060171,101,3,D,D
443449612,114,5,B,C
941798003,97,2,D,C
451020451,108,5,C,B
198606934,120,6,B,C
540723655,107,4,C,C
314819580,99,3,D,D
509755453,108,3,C,B
928600409,101,5,D,D
192222014,94,1,D,C
138320048,111,6,B,B
361152609,114,4,C,B
492284660,103,5,B,B
216198366,102,4,B,C
726279482,97,1,C,C
641886592,104,3,B,C
731604363,101,5,B,C
480533515,97,1,C,D
937556834,120,9,A,B
704733136,109,3,B,B
928553586,110,7,A,C
178842881,112,4,C,B
700612899,111,5,C,C
410418165,102,3,D,C
273547973,107,5,C,C
262316563,103,3,B,C
276885067,109,3,D,D
508984778,108,5,C,B
517168477,102,3,D,B
736442859,94,1,U,E
881968662,106,5,B,C
430099928,103,3,B,B
849201197,90,1,U,D
927836819,109,5,D,D
989781791,113,7,A,C
480160631,120,9,B,A*
512561907,102,5,B,D
281021350,101,3,C,B
444803817,96,1,C,D
548300517,107,4,B,B
729555555,107,5,D,B
546101743,99,1,E,C
193097576,104,3,D,D
519434775,89,3,D,E
863638269,112,6,B,C
118302605,99,4,E,U
215539258,105,5,B,C
108200163,94,1,C,U
226907729,100,4,B,B
325224463,103,5,D,D
416584991,105,2,E,D
846649363,109,3,D,B
622709081,117,9,B,A
674808884,111,6,B,A
890059174,113,5,A,A
218343182,117,9,B,A*
301020568,110,7,C,C
971336529,105,2,U,D
794080051,113,7,A,C
303587073,114,6,B,B
436218338,110,4,B,C
624652630,93,3,D,U
684872498,98,1,U,U
402235867,103,5,C,B
293169637,111,7,C,B
482874369,105,5,D,D
927689507,114,4,A,B
940077472,116,7,A,C
597657676,115,7,B,A*
568918951,115,7,A,C
289372247,97,4,U,D
385532219,109,4,B,C
920294655,100,3,B,B
139108083,92,1,C,U
170221424,103,4,B,B
450708113,116,7,A,C
776051233,109,4,C,B
361642060,120,6,B,B
624191105,106,4,C,B
879391751,120,8,A,B
259553851,106,4,C,B
903089441,105,5,B,B
825876691,95,3,C,U
340969741,114,7,C,B
703694746,101,4,C,B
119032063,100,4,C,D
461545023,115,9,A,B
313419298,114,4,B,B
161226937,114,4,A,B
519715236,102,5,C,C
732420764,105,5,C,C
578057906,105,4,B,C
179826532,111,4,C,C
844544331,117,9,A,C
163369265,108,3,C,D
448268115,120,8,A,B
611548016,112,4,B,A
934159965,103,5,B,B
778537177,112,6,A,A
484962608,119,9,A,B
871941684,120,5,A,A*
322978793,114,5,C,C
913869576,105,4,D,B
580089915,103,4,C,C
970771427,110,4,C,B
719019749,118,6,A,A
469528566,108,5,C,B
729354846,109,4,B,D
638213468,105,5,D,B
109087911,102,4,D,D
911646265,104,5,C,B
347212408,106,3,B,C
685786674,119,7,A,B
609732105,103,5,C,C
208118223,105,3,C,B
888340384,98,3,E,E
174903707,111,5,B,C
957633105,116,9,B,C
929614182,118,9,A,A
870283479,107,5,D,D
909836197,110,7,B,B
819309167,104,3,B,B
796306589,109,5,B,C
892242705,108,5,D,B
200312824,105,5,B,C
484170791,106,5,D,D
530775095,109,4,C,C
918577655,103,3,B,C
537633525,103,4,A,A
495855114,119,9,B,A
808712410,120,7,A,B
685146914,95,4,C,C
922344888,95,3,U,E
837867429,97,2,D,B
740142296,104,5,B,B
960805521,112,6,A,A
143475554,110,6,A,B
599197468,106,4,D,C
127949752,109,5,E,U
812539930,99,3,C,E
214417958,103,5,D,C
604503987,105,5,B,D
804315572,92,4,U,E
663132412,96,4,D,C
528405694,96,2,C,E
801693339,111,5,C,A
963635827,107,5,D,D
908327394,110,6,C,B
835819577,90,4,D,E
376223824,93,4,C,C
776747243,110,7,C,C
250199363,83,1,U,D
396624992,115,6,A,C
355068520,90,3,E,E
536873491,112,6,A,A
887756748,98,4,E,E
903429315,113,4,B,C
942744913,120,9,B,A*
125220067,87,3,E,E
997795009,111,6,A,B
889838389,91,1,E,C
760986315,108,4,B,C
172461136,103,3,B,A
707998553,106,4,D,C
184487815,98,3,U,E
281690519,111,7,C,A
776386749,93,2,U,C
647293235,115,7,A,A
356000796,102,4,D,C
940947077,94,3,E,D
868972354,118,8,A,B
535492756,104,4,C,D
748171707,120,6,A,A
215160179,115,9,A,B
673591696,99,4,U,D
640898725,104,5,B,B
671894312,106,3,D,B
722832268,117,7,B,C
801818484,109,3,B,D
731662770,106,3,B,D
756537330,103,4,D,B
598037764,105,3,D,U
661409218,115,9,A,A
173749622,105,2,E,D
335546778,102,5,D,B
876608537,100,3,C,B
985064044,101,5,C,C
300356367,94,1,C,U
800206287,99,4,U,U
297838021,117,8,B,C
131267957,103,3,D,B
644162690,111,4,B,A
780128087,85,2,E,E
176764747,110,5,C,C
342676933,104,5,C,B
374026770,101,5,B,D
965890166,106,5,D,C
379189892,101,5,D,D
157156803,88,2,D,B
183032553,112,6,B,A
263233303,107,1,A,E
327147453,102,4,B,B
777842299,97,1,U,C
222437843,93,2,D,E
686264465,107,5,C,B
609685701,118,7,A,B
754513034,107,5,B,D
244013951,94,3,D,E
418495819,107,3,C,D
103175777,105,5,B,D
990128469,112,4,C,A
501630468,110,6,C,A
576820788,81,2,D,U
220702997,109,5,B,D
790726633,97,2,U,D
203368087,94,4,D,U
576584539,103,3,C,D
254508190,108,5,C,B
634069909,92,2,E,C
691106606,111,7,C,A
446608730,111,6,A,C
240323737,105,3,C,C
132011158,98,4,U,U
474909802,97,1,C,E
357657456,113,5,B,C
484442719,93,2,U,C
192149428,114,4,B,B
771830228,104,4,D,B
789805312,104,5,C,C
339282288,91,1,D,D
686616100,104,5,C,B
310340288,110,6,C,C
455715406,94,3,D,D
387849043,109,4,B,B
532489231,106,6,E,A*
288889658,100,5,B,D
195208384,112,7,C,C
398450134,87,1,D,U
555276243,108,3,C,D
479374485,118,7,B,A
820663318,117,9,B,A
601834084,108,5,B,C
601456971,103,3,C,C
439187800,100,5,C,B
859804205,103,5,D,D
731104361,109,4,D,D
735280632,99,4,E,D
781151396,111,7,B,A
310608573,120,8,B,A*
570704119,105,3,B,C
218114483,94,3,D,C
281014939,94,1,E,C
592523881,111,6,A,A
493197501,105,4,D,D
508605347,112,4,A,C
885713210,101,3,D,B
425699535,112,5,C,B
208923488,104,5,D,D
812049105,99,1,D,U
293861580,102,4,B,B
976186428,95,1,U,D
698721227,120,8,A,A
330084145,104,5,D,C
617456526,110,5,C,B
924566973,101,5,D,B
