Ref_ID,SATS,GCSE,GCE_AS,GCE_A_level
73962554,107,6,U,E
83369146,101,5,B,D
26533060,92,1,U,E
96352094,93,2,C,D
48050109,111,5,C,C
10947981,104,4,B,D
32926918,103,4,D,C
40319471,100,5,B,D
93439112,101,2,B,C
10419563,114,7,A,C
72702372,101,3,B,D
25795691,91,1,U,U
39505354,111,2,C,A
13517800,102,2,B,B
19330201,104,5,C,C
54828888,120,7,A*,B
97294894,104,5,B,D
69775348,107,4,D,C
69302197,92,1,D,D
50479685,102,3,D,C
91245491,110,2,A,C
82298724,88,1,C,D
23474424,106,3,C,C
53038175,105,1,B,C
35872459,104,1,U,A*
60378031,114,6,A,A
35230805,107,2,C,C
39862945,119,7,B,B
24379934,94,4,C,D
49537574,105,2,B,C
15895824,105,2,C,B
58358128,93,1,U,D
84049240,114,7,A,A
93857399,120,1,A*,B
76780561,104,1,C,B
97756245,109,4,D,B
62704182,105,2,C,B
51984022,97,1,D,E
38471194,86,2,U,D
83877677,97,2,U,D
87355541,90,2,U,E
87512201,120,9,A,B
13705362,103,3,C,C
24690283,101,4,D,B
19185279,113,2,A,A
80596806,93,1,U,E
96976796,96,1,E,E
89586680,105,2,B,B
42518125,114,3,A,A
94798344,109,5,D,B
15861123,106,4,D,C
97774442,105,2,C,D
44153401,108,4,C,C
18404361,106,4,B,B
85623268,94,1,C,E
47909284,104,3,D,B
84302981,93,1,C,E
74812689,105,1,C,D
57325582,99,3,U,C
14771684,120,4,B,C
34483070,104,2,D,D
77573369,90,1,D,C
66725327,103,8,A,A*
92517295,109,3,D,C
59472487,120,6,A,B
37707377,98,1,E,D
51391260,88,3,U,U
14613253,112,5,A,C
85728866,90,2,C,C
24145407,100,1,B,C
68020260,101,3,D,B
24223736,103,5,D,B
24585796,111,6,C,C
95912627,97,4,C,D
10926666,101,2,C,B
41958490,104,2,B,B
46247310,105,3,C,D
14215210,105,2,C,D
28197313,108,1,C,D
75141775,112,6,C,B
94703725,108,2,D,B
53689433,109,3,C,C
81960634,88,2,E,E
64371937,105,5,B,B
13601434,109,3,B,C
68211851,111,2,B,B
60411795,97,1,D,C
83510385,97,4,D,D
15549969,98,2,D,C
95191587,109,4,D,D
11149783,114,2,C,C
93340660,100,2,C,D
14594154,113,6,B,C
14437710,105,3,D,B
75130890,103,2,D,B
82911854,102,6,A,E
99603910,111,7,A,C
87668132,107,5,C,B
86451069,120,8,A,B
24716300,95,2,E,E
81787146,109,5,B,B
89816623,99,2,C,C
90973610,95,1,D,E
84444435,104,6,D,E
43283555,105,3,D,D
52071458,120,3,A*,C
27410690,102,4,B,C
87276993,93,2,C,D
25007126,107,4,C,D
99055592,83,3,E,U
74280395,103,3,C,D
71597181,104,2,D,D
72258435,112,4,B,C
61183887,114,1,A,A
46717535,99,3,C,U
26459912,102,1,B,B
60062126,96,2,C,D
16417965,93,5,U,A
56910096,107,1,D,D
83035151,91,3,U,E
36866474,100,1,B,B
47654504,94,4,U,D
31218859,109,2,C,D
48377883,120,6,A,B
20788582,91,3,D,C
97309832,85,2,E,U
24000183,103,3,C,D
85501942,104,2,D,C
92789083,106,5,B,B
85529089,100,5,C,U
64270262,102,4,B,B
57996063,108,2,C,D
20237928,114,2,A,B
14505350,84,1,D,D
19007269,100,1,B,C
39255463,106,4,B,D
73416865,95,1,C,D
99464906,120,8,B,A
79054333,98,1,U,U
30482863,104,5,B,D
80445566,110,1,A,C
58502515,98,1,E,U
74021603,86,3,E,D
39708831,100,4,B,D
51961409,114,6,B,B
13150533,101,3,C,C
78295517,96,2,E,D
17911947,113,4,C,B
93577162,101,4,B,B
15697219,99,2,U,D
10195866,105,5,D,C
73533498,112,6,B,A
83193757,120,6,A*,C
78561053,112,2,B,C
81053879,116,6,B,A
58417528,99,3,U,D
85226070,94,3,D,E
85639141,105,5,B,B
27120265,105,1,B,C
20946918,93,1,C,E
26920350,102,4,C,C
49715352,108,5,B,C
58737808,108,1,D,C
91102426,109,2,C,D
80324147,107,1,B,D
44776673,99,4,E,D
95718900,99,2,C,E
82552080,92,6,C,A*
95492744,120,4,A,B
44126120,104,4,C,D
54126663,102,2,C,B
50921121,95,4,C,D
48726818,120,6,A,A
51161539,93,2,C,D
91276916,100,1,B,D
61980818,108,4,C,D
58155453,110,6,A,B
91829670,114,4,C,C
27636248,120,7,A,C
10854287,109,5,C,C
58513616,93,3,C,C
42940214,101,5,D,D
70816865,107,2,B,D
65385931,120,8,A*,A
50906029,90,3,U,U
95593785,116,1,A,B
92461443,106,1,C,D
38563465,112,4,A,C
26396919,103,2,D,C
85184913,96,2,C,D
23705268,112,7,A,A
75214274,111,3,B,A
53001062,114,1,C,B
26814698,104,2,C,D
92853051,98,2,E,U
69037903,88,3,D,U
71006096,112,5,B,C
71451245,108,1,C,C
99918477,94,3,U,E
59408423,99,2,U,E
97254380,99,2,C,D
57906534,89,2,U,U
91037431,96,6,A,B
65199799,93,3,E,E
13375233,100,4,B,D
53821750,97,4,U,D
68024672,88,2,E,E
16827807,120,4,A,A
50154287,117,3,B,C
46996615,96,4,C,U
42281947,107,4,D,C
25776436,108,2,C,B
39726369,116,3,A*,B
95556231,96,2,E,C
91222741,115,7,A,C
80248206,99,3,D,E
19638638,91,1,C,U
77154225,111,5,B,C
77630567,117,2,A*,B
88933002,120,9,A*,C
40392778,92,1,E,D
63312395,111,2,B,B
44849225,100,2,B,B
61153872,112,6,C,A
78112357,89,3,U,U
14034757,91,1,U,C
75482694,96,1,U,C
33323496,105,2,C,B
10694000,98,3,C,D
24428456,111,6,B,C
62593266,114,2,C,B
91174706,110,5,E,D
51845040,120,5,A*,A
84610280,108,3,C,D
21050250,92,4,E,U
14347254,118,8,A*,B
92950851,98,2,E,E
77390445,113,5,A,B
89906612,120,9,A*,A
80279463,109,2,B,B
75596332,89,1,D,U
92173831,95,4,U,C
49286425,117,8,B,B
13981064,102,3,C,C
88881465,105,3,B,B
55537026,112,6,C,B
52917548,111,1,C,B
97372629,107,4,D,C
63332461,102,1,D,C
65106141,101,4,B,C
87310992,113,3,C,A
19004379,110,7,A,B
67737289,101,3,B,B
76149174,115,4,A,B
95754087,103,2,D,D
39404487,95,2,C,E
98582473,96,2,E,U
74102848,94,2,C,D
58790653,101,1,B,C
71403773,116,4,D,A
25894345,96,2,D,U
51104109,106,1,D,D
28338648,97,6,U,B
51599135,101,2,C,B
99466497,89,3,E,D
17039138,102,4,B,C
81711323,102,1,C,C
48176200,109,1,D,C
36339022,106,4,C,D
41718644,92,1,C,D
37043646,115,3,B,C
67218120,106,5,D,C
32660978,106,2,D,B
65206172,104,4,B,D
65676119,99,1,E,U
72690398,106,2,D,C
82260268,109,5,C,D
36824955,87,1,D,E
15708507,99,2,B,A
87107021,101,1,C,C
31771706,107,5,D,D
66226109,116,8,A,B
29568313,96,4,C,D
12088866,99,2,D,C
68651512,99,1,C,D
87395813,96,4,C,C
25797483,101,2,B,B
15670141,112,7,A,C
67595591,93,8,U,A
82639683,108,5,C,D
23162315,87,3,E,U
31641290,98,4,U,E
17413337,101,2,C,D
43159544,120,5,A,C
76623344,101,3,B,C
85411064,82,3,E,U
32762624,84,1,U,D
49674841,104,5,C,C
79542752,110,4,A,B
73931976,108,4,D,C
14131855,106,1,B,C
60434713,116,3,B,A
83170754,99,4,C,U
13577086,113,5,A,C
93055373,88,3,E,U
24216744,95,1,D,C
80866624,86,3,D,E
83474278,101,4,D,C
87324605,104,4,C,D
60522269,105,2,B,C
10130067,105,3,D,B
89426394,95,2,C,E
64508261,102,2,D,D
70832711,89,1,U,E
14973962,118,3,A*,B
53154598,101,2,B,C
14233151,99,6,D,D
37718697,120,7,A,B
76198903,92,2,U,E
45237275,93,8,C,A*
47373830,93,4,U,E
80038899,103,4,B,C
96411623,108,4,C,C
63418498,111,7,B,B
14379965,120,2,A,B
72557940,82,1,E,D
16171711,110,3,B,B
92550891,98,3,C,U
48273224,98,1,E,C
52692416,98,3,C,U
59195279,95,4,D,E
11437797,120,5,A,B
72942981,112,2,C,B
85407076,104,3,C,C
28361219,118,1,B,A
96345406,89,2,U,E
11189078,91,3,U,U
71654083,82,1,E,E
93027064,97,4,U,E
26600164,106,2,D,B
63318722,105,3,B,D
50665159,105,1,B,C
29071914,90,2,U,C
85632612,112,4,A,C
46823391,106,2,D,B
64308056,111,1,B,A
46656445,85,1,E,E
37436447,107,4,B,D
74395236,92,4,E,C
77484197,100,4,C,D
36529329,109,3,B,B
37919752,105,2,B,B
33482595,95,4,C,U
22488716,104,5,C,B
53681320,89,1,U,D
50837171,116,6,A,A
39280631,102,3,C,D
81271025,115,6,A*,A
57996560,99,2,U,C
18077605,99,3,U,E
26579498,96,3,D,E
68986613,113,2,A,A
90267353,97,3,D,D
74814159,110,7,B,A
79125416,100,2,D,C
45874470,84,1,U,E
29371754,98,4,D,E
13476530,92,4,C,A
27046389,104,4,C,C
98710292,92,4,E,U
58778055,113,5,U,A*
53988930,103,5,D,B
79737750,102,2,C,B
40656675,111,3,A,A
84590926,114,5,B,B
40317246,104,5,D,B
69001518,96,1,C,U
25027174,86,2,D,D
28121182,97,1,D,U
52204625,98,3,E,U
99711703,105,4,D,U
22242042,101,5,B,B
29139582,111,4,B,C
46197849,98,3,U,D
63612545,103,1,B,B
15021402,116,8,A*,C
40458698,107,1,B,B
35734877,103,3,D,C
66930539,98,4,C,D
85882323,98,5,E,A*
46777156,95,3,E,E
77240806,99,2,U,U
39858719,112,3,B,C
85209768,102,3,C,C
65239267,91,3,E,E
83623993,120,6,A,C
10675439,107,4,C,B
42518753,90,1,U,U
30038782,100,1,C,B
65987494,105,5,B,B
37747380,120,9,A*,A
53134563,93,4,D,C
18050610,114,4,C,A
98039199,118,2,B,C
79763223,98,4,C,E
76010370,101,1,D,D
33385678,94,2,E,D
29707846,102,5,D,D
10554299,104,4,B,D
90618588,111,7,A,A
86876150,115,2,A*,B
16898057,97,3,D,D
95165147,84,7,E,C
34028985,104,3,B,C
29089386,107,5,C,D
61594400,106,4,C,C
63590199,101,2,U,U
35008528,105,5,B,B
94880118,119,7,B,A
28218352,108,4,D,D
75785064,100,2,D,D
20345180,99,3,U,U
99123401,102,3,C,B
41941923,120,6,D,E
26639580,102,5,C,D
95411244,104,4,B,D
96944373,99,3,E,U
23379517,115,2,A,A
68595405,120,5,A*,B
26014269,109,2,B,B
53917683,105,3,D,B
38048688,104,1,B,C
47061852,80,3,U,U
95986645,111,4,C,B
34985447,105,2,C,C
57889334,108,3,D,D
25361874,97,1,C,E
10908649,100,2,C,D
61424410,100,4,D,B
57278498,114,7,B,B
84914123,100,5,D,B
95845919,120,3,A*,B
32413940,108,5,C,B
18270919,91,1,D,C
62646509,103,3,D,D
99255705,97,3,E,E
40721089,82,3,U,U
61237552,120,7,B,A*
72144930,111,7,A,C
93273484,109,5,B,C
84714875,106,5,B,D
37038345,90,4,C,D
28690595,99,4,C,D
55035726,112,1,C,A
82475070,93,2,E,U
35885130,80,1,D,E
87893354,102,4,C,D
20469905,103,5,C,B
25035515,105,1,D,B
51019632,111,2,B,C
21194205,110,5,B,C
23813355,107,5,B,B
51385295,116,4,A*,B
17671946,89,1,E,D
79700528,109,2,B,B
51744829,110,7,C,C
89455562,92,2,E,C
62329728,89,1,D,U
57105339,97,3,U,E
58569362,97,4,U,D
52103205,112,6,B,A
55387815,98,1,E,E
80215208,95,4,C,U
18047618,98,4,D,B
68665157,115,5,B,B
48320619,104,3,C,B
32735872,102,5,C,B
38287295,103,2,D,C
64301774,117,9,A,A
53541309,97,4,D,D
67425714,117,1,A*,C
36007728,106,2,C,C
19736574,102,3,D,B
42029529,120,8,A,B
44706699,93,3,D,E
50221696,100,4,C,B
42595064,92,3,U,D
61242872,114,7,C,A
66939796,120,7,C,C
57163635,120,3,B,B
82086990,116,9,A*,B
10226073,102,4,D,B
23285481,100,5,C,D
92032485,87,1,D,D
97451842,120,1,B,B
66379904,109,3,B,D
41158320,99,3,C,U
17378042,117,8,B,A
86131224,94,4,E,D
49027354,108,2,B,C
49109242,102,4,B,C
61527094,110,3,A,B
84506715,103,2,C,D
36861067,89,3,U,D
83347044,105,2,B,B
63592196,114,6,B,B
91684437,104,4,C,D
68939401,112,7,C,C
46757699,94,2,C,C
99721598,104,1,D,B
27109832,98,2,D,E
46647821,111,2,A,A
28657353,104,5,B,B
83923472,111,1,A,B
33942416,115,4,B,B
78747995,111,4,C,B
52135258,107,3,B,C
66816672,94,2,E,E
36567754,104,1,C,C
51961865,99,4,D,C
40593791,101,5,B,B
92213995,100,5,D,E
26647372,94,1,E,D
17355575,84,2,E,D
76308947,97,1,U,E
89370122,106,4,B,D
38751016,91,4,C,D
81990299,104,3,D,C
82634960,120,1,B,C
89565214,114,4,A,B
36531803,120,8,B,C
45432963,108,3,D,C
62022311,116,8,C,D
13783165,97,3,U,D
73928318,98,1,C,C
68637968,80,3,E,E
92325329,116,9,A,B
39311679,119,9,A*,C
75088092,98,4,D,E
22630290,101,5,D,B
14600444,96,1,E,D
68902692,108,1,C,C
30562178,115,2,A*,C
99019025,87,3,U,D
58445736,108,4,D,C
51766891,101,6,E,A
95976932,105,1,C,C
95507663,109,3,B,B
22904279,102,5,C,B
88318694,103,2,D,B
59984996,102,5,D,D
38591745,114,4,C,C
86352544,108,3,C,B
29938118,106,3,C,C
64899576,91,2,C,E
30089517,100,3,B,B
29040481,113,5,C,C
86654854,104,1,D,D
84047239,111,3,B,A
96477477,120,1,A*,C
30191488,114,6,C,C
84535463,105,2,B,B
25089380,99,4,D,E
65124786,80,2,E,U
81667413,102,3,E,B
47271456,101,1,D,B
71082572,108,2,C,D
69746114,102,4,C,B
55259947,101,2,C,C
44772283,86,2,D,E
27657444,95,1,D,D
12584941,109,3,D,D
68722696,120,6,B,A
97513536,103,3,B,B
80823298,107,3,D,D
97183477,114,3,A,A
11048899,96,2,C,U
55125794,108,4,D,C
49912295,97,2,D,E
42700950,113,1,B,B
62003140,106,7,A,A*
37594001,107,3,D,D
92573277,96,3,U,D
48128250,111,2,U,A*
54534841,120,4,B,C
96346773,94,1,U,C
26629122,101,2,B,D
27992659,106,5,B,D
61756764,112,6,A,C
51820517,98,3,U,D
42097862,80,2,U,D
10957967,118,7,B,A
79619991,112,1,B,B
32644278,87,3,D,D
41986701,98,4,U,E
78771741,120,6,A*,C
51572959,118,9,A,B
40991239,113,3,B,C
97982574,102,1,B,C
20802872,105,1,C,D
89913266,103,1,C,B
46052694,115,4,B,A
51461484,95,1,D,U
87284353,96,1,C,E
70845077,114,4,C,B
10974115,104,1,B,C
40141462,118,1,B,C
57662877,97,2,D,C
64380889,103,1,B,C
76986838,95,1,D,E
25427565,104,4,C,D
52693806,89,2,D,E
48942569,99,1,U,C
25102896,90,4,U,C
74615983,111,6,B,C
80345442,111,3,C,U
20153488,87,6,U,A*
98404773,117,7,A*,A
79668159,120,1,U,E
76579823,104,8,E,U
27162756,98,1,C,C
32290317,120,7,B,A
33205289,91,2,E,U
39050368,104,2,B,D
93472394,106,1,B,D
15862120,117,1,B,B
26258953,108,7,U,E
45832706,99,3,C,U
85699243,94,4,E,C
36907645,101,4,D,D
72364701,94,4,C,D
38795999,104,3,C,B
63476232,98,4,B,E
46560307,89,1,U,E
75334581,117,1,B,B
10305908,99,1,C,D
31144352,91,4,U,D
31796474,102,1,C,C
27199671,105,7,E,U
44342581,87,1,E,E
38704851,107,1,D,C
18946629,94,1,D,U
55089089,120,3,A*,B
27502697,109,3,D,C
95015013,100,3,C,B
58346832,97,1,U,C
31688270,103,4,C,B
94504278,110,4,A,B
54117841,104,3,C,C
94917686,102,4,C,B
32241925,105,1,C,C
11314017,98,4,E,E
62523886,101,3,D,B
68042889,83,4,D,B
27977528,114,5,C,A
46395987,107,1,E,A
87512245,96,1,D,E
66328051,120,8,B,B
29571277,105,1,C,D
67196599,94,1,U,U
91980913,113,5,U,U
75347176,108,1,C,D
19767302,108,1,D,C
35486165,100,3,C,C
16274583,109,8,A,D
49994663,101,4,C,C
82739264,110,2,B,B
31093626,85,2,U,E
17459188,100,1,D,B
61370725,120,2,B,A
47464592,96,6,A,A
72271753,98,3,E,U
67532751,100,4,D,B
51279937,92,2,C,U
10933831,82,1,D,U
65977915,102,2,C,B
21866854,105,5,D,D
56511277,103,7,B,D
89655912,103,2,D,D
51273811,104,2,D,C
62123474,114,2,A,C
11376202,102,4,C,D
91330351,98,4,B,A
89886145,101,4,B,D
27477416,110,5,B,C
45487006,118,2,B,C
56412228,98,3,D,D
18528303,105,2,B,C
33235969,107,4,C,D
83376999,94,2,U,D
22723378,104,5,C,B
48525395,89,3,D,U
17261427,86,3,E,E
37192847,108,4,D,D
71363058,100,1,C,B
59421717,106,3,B,D
49845778,104,5,B,C
30500085,94,3,D,U
87151953,104,3,C,D
47633107,92,2,C,D
25738646,118,8,B,B
34138794,90,4,U,U
41669527,102,4,E,C
22235746,94,1,E,U
55089806,110,6,A,B
99621925,101,3,B,D
93920353,99,3,E,C
95330722,113,5,A,C
48893170,104,5,B,D
74028719,109,3,B,B
44627943,94,3,E,U
51535696,90,1,D,D
86342784,105,5,B,D
64560830,101,4,C,D
88317190,110,6,C,A
68003490,103,2,B,B
77766594,106,3,D,D
31045338,88,3,U,U
13215430,120,5,B,C
24197728,102,5,C,B
30365522,111,4,A,C
25866520,96,4,C,D
99259166,107,2,D,C
99119976,91,3,D,E
20036475,109,7,C,A
84097794,100,5,D,B
12963076,104,5,B,D
38516206,111,4,C,A
75809049,92,2,C,U
30948160,97,4,C,U
52114676,109,1,D,C
36558346,120,9,A,C
79357457,103,4,D,B
30571346,110,2,B,A
41612490,103,3,C,D
28520524,120,6,C,U
50237644,87,3,D,E
11181420,105,2,C,C
49221467,88,2,D,E
52036612,80,3,E,E
40745246,107,4,B,B
12982306,105,5,B,B
57747571,101,5,C,C
91094180,103,3,C,D
99738025,120,9,B,C
96571560,101,5,D,D
37457146,109,2,D,D
60758546,98,2,D,U
79241160,107,5,B,B
56294306,102,5,B,B
84828432,100,1,D,D
76725556,120,4,U,E
31081326,116,1,A,C
99830870,105,2,B,D
43607078,81,3,E,E
98935774,100,1,C,C
95107195,120,6,C,C
65577349,102,1,D,D
36077667,115,5,B,C
71536283,118,9,A,A
91716461,106,3,D,C
32739741,96,7,U,A
16046510,80,6,C,D
27094585,111,1,B,A
93821618,96,4,D,D
48546871,106,1,D,D
77137393,92,1,D,D
90012402,101,4,C,C
77117842,104,5,D,C
75956148,107,5,C,D
64322477,93,3,E,D
16194437,116,5,A,A
83306187,98,1,C,U
63529394,87,1,D,E
27397504,103,4,D,E
93566554,104,1,B,D
61342121,106,2,B,B
71905910,118,4,A,C
35021290,102,4,D,D
28836953,103,2,C,C
10456748,93,4,U,E
96366565,112,1,B,B
97192405,106,2,C,B
33437843,100,2,D,B
84774485,85,3,E,B
46576577,118,7,A*,A
46992577,92,1,E,D
53510371,98,6,E,U
59509870,108,3,C,D
33230719,92,3,C,D
84308043,89,2,U,E
85408837,83,1,D,E
82055676,111,3,B,C
96008207,99,1,C,E
19717246,120,5,A,A
53921883,94,2,E,U
54582903,95,1,A,A*
56037601,98,1,U,E
54823643,106,3,D,B
92610973,99,2,U,E
16665104,110,1,B,A
81267656,94,4,D,U
86656967,90,3,E,E
90939757,86,3,D,E
17307642,82,2,D,U
57638203,99,2,E,D
88551388,101,4,B,C
10994636,98,3,E,E
82906857,116,2,A*,B
48315341,116,1,B,C
46853403,101,2,C,B
30770391,86,3,E,D
37010594,98,4,D,D
34781238,98,7,E,D
24294924,97,1,D,D
49617305,97,2,E,U
10411567,97,4,C,E
15541159,100,3,C,C
63015335,98,6,D,C
70620143,106,1,B,D
51256240,108,3,D,C
76478146,95,1,D,U
39210022,117,1,A*,B
28627623,94,5,U,E
82023268,88,3,E,D
82637159,108,1,D,C
34662840,96,1,E,C
82428701,107,3,B,D
86906094,80,3,U,E
10861575,118,2,A*,C
72819743,111,2,B,B
75232547,89,1,U,U
46740597,89,2,D,D
87979233,120,5,A,A
91974116,97,3,E,U
45140345,96,6,U,A
44886595,81,3,U,E
16177472,100,5,D,D
84701119,102,3,U,C
72908504,111,6,B,A
25381618,90,3,E,C
38137524,89,1,D,E
38725512,109,3,C,D
55449011,114,2,A,C
88871754,88,3,U,E
26247533,115,8,A,A
20129589,104,5,E,E
16493486,115,6,B,C
44578800,103,4,C,B
45516429,80,1,E,E
98525602,102,3,C,B
31598661,115,1,A,A
34532806,95,1,U,E
62819818,100,3,D,C
34436442,102,3,C,B
86054112,80,3,D,D
40697076,120,8,B,A
70961910,95,8,E,A*
39868354,109,6,E,A*
56499955,103,4,C,C
31484974,117,5,A,C
48026806,108,5,B,D
17285110,102,3,B,D
58342034,95,1,E,E
49256708,112,7,A,C
57578130,85,2,E,U
30945737,110,5,C,A
81184090,93,1,E,U
93650450,117,3,B,A
19649789,106,3,B,D
97544664,110,6,A,A
35221621,105,4,B,B
11161916,86,3,U,U
53527629,95,1,E,E
47987556,111,1,B,B
66214997,106,2,D,C
45554503,116,8,A,A
34429118,108,1,A,A*
71347975,94,4,D,E
27897315,96,3,C,C
89896955,105,3,D,C
28065821,81,2,E,E
49120329,120,6,A,C
10690247,108,2,B,C
29409268,116,9,A,A
14865283,88,1,U,U
35921722,116,5,A*,C
80416474,120,9,B,B
37509002,91,3,C,U
89462461,112,7,B,C
20568615,104,5,C,D
65906338,89,3,E,U
19093967,109,3,D,B
40619588,112,6,B,A
34293244,98,2,D,E
13853847,116,9,B,A
28032278,87,3,E,D
10098438,89,1,E,U
54110201,105,4,B,B
17432802,104,2,D,C
56968372,97,2,C,E
50695862,112,1,B,C
27589311,109,4,D,B
36014845,113,3,A,B
82270075,103,2,C,D
85919022,110,6,C,B
77560009,100,1,B,D
77162571,120,2,A*,C
91183704,96,4,C,C
48012518,120,8,A*,A
36423422,104,3,C,D
39639003,90,1,C,C
74089456,118,6,A*,A
17950023,105,2,C,D
67812265,113,2,B,C
38706777,116,5,A,A
37070695,107,5,C,B
73773337,98,3,D,C
67422824,114,2,A,C
40982952,104,4,D,C
64166727,111,6,B,B
37277597,82,1,E,D
17638503,108,8,C,A*
36031100,98,4,U,E
97352223,120,6,B,A
32777868,110,7,B,B
83735077,106,5,D,B
62692613,109,4,C,D
76063811,94,3,C,E
88897363,120,4,B,A
99049935,120,5,B,A
70800307,108,7,A,A*
41236621,120,4,A,B
13555566,98,2,E,E
44303386,96,2,E,C
32145512,104,2,B,C
69236777,108,5,C,C
71773667,100,2,B,B
27568624,109,1,C,B
41985264,107,5,D,D
31138522,94,2,D,D
13111542,109,1,C,B
64333010,113,8,D,E
87325578,106,3,C,D
30214321,116,9,B,C
46833091,92,1,C,C
68515719,109,2,B,C
65321232,92,1,B,U
94947676,93,1,E,C
95676627,98,1,D,U
41144793,95,7,D,A
71716753,99,3,E,U
36169389,102,2,C,D
10623047,112,5,C,C
57981543,101,3,D,B
16885531,88,2,E,U
26144042,115,9,B,C
75121499,96,2,E,C
70512800,103,5,C,B
49138770,108,2,C,C
77053874,106,4,D,C
34132558,115,3,A,C
37615467,109,5,D,D
90148913,95,4,C,A*
68488535,120,8,B,A
38781983,106,2,C,B
53783901,103,1,B,B
45752876,114,5,B,A
71307406,106,1,C,D
93896393,108,3,B,B
10583550,120,6,A*,A
65550108,101,2,E,C
86983362,101,1,C,B
49867353,105,1,C,C
34725490,115,1,A,A
27633352,89,1,D,E
17273776,84,1,E,E
43074886,98,2,E,C
66609384,88,1,D,U
48132086,100,2,B,B
12706287,109,1,D,C
90863736,95,4,D,E
98443509,90,2,E,U
81611743,105,4,B,D
25423363,113,3,B,B
42750827,87,1,U,E
14151227,112,2,B,A
45692245,112,1,B,C
58790821,114,6,B,B
70750029,116,6,A,C
84886277,120,8,A,B
97380062,100,4,C,B
36063977,105,1,C,B
33195212,100,2,B,D
62553471,104,1,C,B
39588270,119,1,A,A
67226721,91,1,U,D
58417234,95,3,E,D
74272228,118,2,A,A
86017403,114,2,C,B
30641158,100,4,C,B
31310881,113,7,A,C
43757601,107,3,C,D
73221824,119,7,A,C
45881667,105,2,B,D
13160877,114,5,A,B
94001351,120,6,A*,A
95173825,110,5,A,A
24189629,104,4,D,D
25137725,111,5,C,A
98102831,100,3,B,C
55599530,120,7,C,B
96493566,106,2,B,C
60474619,101,3,B,B
71011251,96,3,C,C
91420785,115,1,A*,A
84939830,113,4,C,B
26907568,99,3,C,U
57622220,110,4,C,A
30633376,89,3,E,U
22306463,106,3,B,D
54078004,109,2,C,C
43279645,120,3,A,A
99692424,96,4,D,E
77892920,91,1,D,D
37555559,95,2,E,C
26933620,91,4,D,D
89113633,117,4,A*,A
64936244,119,3,A,C
18737391,107,4,C,B
65454566,116,6,B,B
65852687,105,4,B,D
28519908,103,4,D,D
83181955,101,4,C,C
32031164,101,2,C,C
91712506,89,3,U,E
22518030,107,4,B,C
57872614,104,4,B,B
57186696,111,4,B,A
72595603,105,3,B,D
74413010,102,5,C,U
49238233,95,4,D,U
43282656,105,4,C,B
79620139,111,1,C,A
63873323,93,1,C,C
50474682,105,2,D,B
33291807,106,4,B,B
85273752,97,2,D,E
85991782,98,3,D,E
43699930,106,3,B,D
14376339,93,1,U,U
27808757,107,4,U,C
98416192,95,2,D,U
91789143,115,7,A,A
21638461,120,9,A*,C
57639758,95,2,D,E
45662286,109,5,C,C
43101383,97,8,C,U
76667388,114,2,C,A
14169367,91,3,U,D
63552978,109,5,C,C
33951835,95,2,D,E
13614400,102,3,C,C
48871586,94,3,D,C
79801935,112,3,B,B
48153714,96,1,C,E
49193750,110,7,C,B
50986437,101,2,B,B
71350734,103,3,D,B
39554349,105,4,D,C
37133306,96,4,C,C
36214361,106,5,C,B
27147480,119,8,B,C
11697294,96,4,D,U
12514027,116,3,U,D
80248246,119,8,A*,C
73954256,96,2,U,U
33599314,89,1,U,E
15561203,107,3,D,D
24894692,99,3,D,E
61539593,120,2,A,A
88562610,104,4,B,B
70372503,96,1,D,D
67257528,93,2,E,U
15491945,115,8,B,B
34804103,98,4,C,E
95525096,104,1,B,D
90684088,114,4,B,B
51692818,99,4,D,D
56861871,104,2,C,B
22592710,104,2,B,B
46685458,111,7,C,B
39551480,110,6,B,A
83142648,102,3,B,D
28340740,105,3,A,D
63841616,100,3,C,B
36925605,89,3,D,U
65178230,107,1,C,D
91627887,120,8,B,C
21167326,95,2,E,U
51624141,96,2,D,C
24944833,95,3,E,C
24938794,111,3,B,A
34965793,108,2,D,B
56361253,102,3,C,D
57176377,95,4,U,C
19032665,105,2,C,D
68442544,88,1,B,A
88823810,105,5,C,B
93421977,113,1,B,B
78230655,91,3,C,U
67539401,89,1,D,U
24331796,120,8,A,B
43895123,98,4,C,D
71286255,115,3,A,C
85747636,102,4,C,B
80849438,102,2,C,C
79888462,108,2,C,D
44254397,95,3,E,E
62705855,105,3,D,D
41832824,100,2,C,D
94882269,91,3,C,D
86007557,107,4,D,B
59680723,101,1,C,C
25641148,102,6,E,E
45688601,92,2,U,U
45338620,120,6,A*,C
66905412,113,8,C,B
12770808,114,6,B,U
27687885,101,2,D,D
52444782,87,3,E,D
97070770,120,3,A,B
40274549,103,3,D,C
18296128,97,1,E,D
83635169,108,1,B,B
99571420,116,1,A*,A
17524671,104,4,B,B
32759292,117,4,A,A
66149399,115,5,A,C
21026958,93,1,C,E
78230181,97,3,U,A
93127709,114,4,A,C
46452671,80,1,U,E
15908492,103,5,B,B
98686506,90,4,C,D
26292490,99,3,E,C
40255598,101,5,C,B
26337879,100,3,C,D
12238964,98,2,C,E
14244583,93,2,D,C
48096076,120,2,C,E
37470520,120,9,B,C
30637809,92,3,E,C
77470767,120,2,B,C
48317802,100,1,C,C
30418743,105,3,D,D
91009665,103,4,D,B
81927723,97,3,U,E
31104856,114,7,B,B
